Date,Open,High,Low,Close,Adj Close,Volume
2022-12-27,63.45000076293945,63.9375,62.02499771118164,63.14999771118164,63.14999771118164,21279
2022-12-28,62.54999923706055,64.5,61.95000076293945,62.25,62.25,15968
2022-12-29,62.25,65.25,61.67250061035156,64.5,64.5,16625
2022-12-30,63.14999771118164,66.0,63.0,64.6500015258789,64.6500015258789,29846
2023-01-03,66.0,67.3499984741211,65.01000213623047,66.44999694824219,66.44999694824219,20582
2023-01-04,66.9000015258789,70.04999542236328,66.5999984741211,69.5999984741211,69.5999984741211,23380
2023-01-05,69.75,69.75,67.19999694824219,68.0999984741211,68.0999984741211,11592
2023-01-06,69.44999694824219,70.5,68.25,70.04999542236328,70.04999542236328,10006
2023-01-09,71.0999984741211,73.7249984741211,69.9000015258789,72.44999694824219,72.44999694824219,18591
2023-01-10,72.44999694824219,74.69999694824219,72.44999694824219,74.4000015258789,74.4000015258789,10557
2023-01-11,74.54999542236328,77.0999984741211,74.54999542236328,77.0999984741211,77.0999984741211,17010
2023-01-12,77.25,80.25,76.80149841308594,80.0999984741211,80.0999984741211,32296
2023-01-13,79.3499984741211,80.69999694824219,77.69999694824219,78.5999984741211,78.5999984741211,29111
2023-01-17,78.9000015258789,79.5,77.0250015258789,77.4000015258789,77.4000015258789,16424
2023-01-18,77.69999694824219,78.9540023803711,74.25,74.25,74.25,17758
2023-01-19,73.6500015258789,74.8499984741211,70.79999542236328,72.0,72.0,15128
2023-01-20,72.75,73.3499984741211,71.8499984741211,72.9000015258789,72.9000015258789,11683
2023-01-23,73.3499984741211,75.0,72.5999984741211,73.5,73.5,17380
2023-01-24,74.25,74.8499984741211,72.9000015258789,74.0999984741211,74.0999984741211,10289
2023-01-25,72.9000015258789,75.44999694824219,71.8499984741211,75.1500015258789,75.1500015258789,11094
2023-01-26,75.75,77.54999542236328,75.29999542236328,76.5,76.5,9595
2023-01-27,76.3499984741211,78.56999969482422,76.3499984741211,77.54999542236328,77.54999542236328,7758
2023-01-30,77.0999984741211,78.25199890136719,76.07250213623047,76.79999542236328,76.79999542236328,11070
2023-01-31,76.94999694824219,78.5999984741211,76.94999694824219,78.1500015258789,78.1500015258789,13008
2023-02-01,77.69999694824219,83.4000015258789,77.25,82.3499984741211,82.3499984741211,19332
2023-02-02,83.54999542236328,86.69999694824219,82.3499984741211,85.5,85.5,16180
2023-02-03,85.19999694824219,85.94999694824219,84.29999542236328,85.19999694824219,85.19999694824219,16320
